survey,level,province,division,district,domain,indicator,unit,type,denom_pop,num_pop,value,n_obs,representative
PSLM 2019-20,District,Sindh,Hyderabad,Thatta,Demographics,Population (extrapolated),persons,pct,712959,712959,100,4772,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi Central,Demographics,Population (extrapolated),persons,pct,3145437,3145437,100,12035,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi East,Demographics,Population (extrapolated),persons,pct,2875228,2875228,100,10227,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi South,Demographics,Population (extrapolated),persons,pct,1782799,1782799,100,7836,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi West,Demographics,Population (extrapolated),persons,pct,3921750,3921750,100,9669,District-representative
PSLM 2019-20,District,Sindh,Karachi,Korangi,Demographics,Population (extrapolated),persons,pct,2522041,2522041,100,5503,District-representative
PSLM 2019-20,District,Sindh,Karachi,Malir,Demographics,Population (extrapolated),persons,pct,2057583,2057583,100,4822,District-representative
PSLM 2019-20,District,Sindh,Larkana,Jacobabad,Demographics,Population (extrapolated),persons,pct,640156,640156,100,5150,District-representative
PSLM 2019-20,District,Sindh,Larkana,Kambar Shahdad Kot,Demographics,Population (extrapolated),persons,pct,1290221,1290221,100,4386,District-representative
PSLM 2019-20,District,Sindh,Larkana,Kashmore,Demographics,Population (extrapolated),persons,pct,964490,964490,100,3676,District-representative
PSLM 2019-20,District,Sindh,Larkana,Larkana,Demographics,Population (extrapolated),persons,pct,1099802,1099802,100,6098,District-representative
PSLM 2019-20,District,Sindh,Larkana,Shikarpur,Demographics,Population (extrapolated),persons,pct,1232058,1232058,100,5484,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Mirpur Khas,Demographics,Population (extrapolated),persons,pct,1157112,1157112,100,6837,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Tharparkar,Demographics,Population (extrapolated),persons,pct,1653938,1653938,100,5080,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Umer Kot,Demographics,Population (extrapolated),persons,pct,1004024,1004024,100,3963,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Naushahro Feroze,Demographics,Population (extrapolated),persons,pct,1212873,1212873,100,5551,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Sanghar,Demographics,Population (extrapolated),persons,pct,2041541,2041541,100,7061,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Shaheed Benazirabad,Demographics,Population (extrapolated),persons,pct,1285792,1285792,100,7070,District-representative
