survey,level,province,division,district,domain,indicator,unit,type,denom_pop,num_pop,value,n_obs,representative
PSLM 2019-20,District,Punjab,Multan,Vehari,Water & Sanitation,No drainage system,% of households,pct,503118,226038,44.93,1605,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Attock,Water & Sanitation,No drainage system,% of households,pct,288280,98443,34.15,1732,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Chakwal,Water & Sanitation,No drainage system,% of households,pct,249131,45749,18.36,1462,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Jhelum,Water & Sanitation,No drainage system,% of households,pct,193018,36390,18.85,1306,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Rawalpindi,Water & Sanitation,No drainage system,% of households,pct,939582,145971,15.54,4416,District-representative
PSLM 2019-20,District,Punjab,Sahiwal,Okara,Water & Sanitation,No drainage system,% of households,pct,498479,66727,13.39,1528,District-representative
PSLM 2019-20,District,Punjab,Sahiwal,Pakpattan,Water & Sanitation,No drainage system,% of households,pct,312266,110356,35.34,1677,District-representative
PSLM 2019-20,District,Punjab,Sahiwal,Sahiwal,Water & Sanitation,No drainage system,% of households,pct,428616,120092,28.02,2066,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Bhakkar,Water & Sanitation,No drainage system,% of households,pct,266987,176437,66.08,1591,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Khushab,Water & Sanitation,No drainage system,% of households,pct,194173,84938,43.74,1331,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Mianwali,Water & Sanitation,No drainage system,% of households,pct,284669,186091,65.37,1438,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Sargodha,Water & Sanitation,No drainage system,% of households,pct,588620,107717,18.3,2791,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Badin,Water & Sanitation,No drainage system,% of households,pct,353948,297738,84.12,1327,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Dadu,Water & Sanitation,No drainage system,% of households,pct,320273,218184,68.12,857,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Hyderabad,Water & Sanitation,No drainage system,% of households,pct,439126,83770,19.08,1926,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Jamshoro,Water & Sanitation,No drainage system,% of households,pct,110713,64995,58.71,699,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Matiari,Water & Sanitation,No drainage system,% of households,pct,125782,71281,56.67,657,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Sujawal,Water & Sanitation,No drainage system,% of households,pct,141554,102290,72.26,775,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Tando Allahyar,Water & Sanitation,No drainage system,% of households,pct,123442,69671,56.44,726,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Tando Muhammad Khan,Water & Sanitation,No drainage system,% of households,pct,126963,107918,85,848,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Thatta,Water & Sanitation,No drainage system,% of households,pct,150014,111940,74.62,997,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi Central,Water & Sanitation,No drainage system,% of households,pct,712389,15017,2.11,2667,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi East,Water & Sanitation,No drainage system,% of households,pct,660768,37974,5.75,2337,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi South,Water & Sanitation,No drainage system,% of households,pct,398523,5509,1.38,1752,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi West,Water & Sanitation,No drainage system,% of households,pct,882612,76277,8.64,2164,District-representative
PSLM 2019-20,District,Sindh,Karachi,Korangi,Water & Sanitation,No drainage system,% of households,pct,620831,31771,5.12,1361,District-representative
PSLM 2019-20,District,Sindh,Karachi,Malir,Water & Sanitation,No drainage system,% of households,pct,526185,73688,14,1268,District-representative
PSLM 2019-20,District,Sindh,Larkana,Jacobabad,Water & Sanitation,No drainage system,% of households,pct,126994,67699,53.31,1015,District-representative
PSLM 2019-20,District,Sindh,Larkana,Kambar Shahdad Kot,Water & Sanitation,No drainage system,% of households,pct,309784,130566,42.15,1050,District-representative
PSLM 2019-20,District,Sindh,Larkana,Kashmore,Water & Sanitation,No drainage system,% of households,pct,192812,126844,65.79,750,District-representative
PSLM 2019-20,District,Sindh,Larkana,Larkana,Water & Sanitation,No drainage system,% of households,pct,248472,65263,26.27,1380,District-representative
PSLM 2019-20,District,Sindh,Larkana,Shikarpur,Water & Sanitation,No drainage system,% of households,pct,220398,123591,56.08,971,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Mirpur Khas,Water & Sanitation,No drainage system,% of households,pct,226267,166749,73.7,1341,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Tharparkar,Water & Sanitation,No drainage system,% of households,pct,354962,354962,100,1080,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Umer Kot,Water & Sanitation,No drainage system,% of households,pct,203440,173487,85.28,779,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Naushahro Feroze,Water & Sanitation,No drainage system,% of households,pct,250490,121510,48.51,1132,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Sanghar,Water & Sanitation,No drainage system,% of households,pct,394483,253268,64.2,1365,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Shaheed Benazirabad,Water & Sanitation,No drainage system,% of households,pct,252984,179707,71.03,1369,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Ghotki,Water & Sanitation,No drainage system,% of households,pct,283808,191778,67.57,1475,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Khairpur,Water & Sanitation,No drainage system,% of households,pct,397979,291308,73.2,1926,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Sukkur,Water & Sanitation,No drainage system,% of households,pct,237828,117644,49.47,1112,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Awaran,Water & Sanitation,Handwashing place with soap and water,% of households,pct,20351,269,1.32,375,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Kalat,Water & Sanitation,Handwashing place with soap and water,% of households,pct,28371,7504,26.45,660,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Khuzdar,Water & Sanitation,Handwashing place with soap and water,% of households,pct,82336,1026,1.25,793,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Lasbela,Water & Sanitation,Handwashing place with soap and water,% of households,pct,147730,131046,88.71,353,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Mastung,Water & Sanitation,Handwashing place with soap and water,% of households,pct,53909,5138,9.53,512,District-representative
PSLM 2019-20,District,Balochistan,Kalat,Shaheed Sikandarabad,Water & Sanitation,Handwashing place with soap and water,% of households,pct,34947,260,0.74,304,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Barkhan,Water & Sanitation,Handwashing place with soap and water,% of households,pct,43848,4137,9.44,530,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Duki,Water & Sanitation,Handwashing place with soap and water,% of households,pct,38267,304,0.79,300,District-representative
PSLM 2019-20,District,Balochistan,Loralai,Loralai,Water & Sanitation,Handwashing place with soap and water,% of households,pct,52059,12403,23.82,545,District-representative
PSLM 2019-20,District,Balochistan,Mekran,Gwadar,Water & Sanitation,Handwashing place with soap and water,% of households,pct,40605,12895,31.76,396,District-representative
PSLM 2019-20,District,Balochistan,Mekran,Kech,Water & Sanitation,Handwashing place with soap and water,% of households,pct,169987,44578,26.22,728,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Jaffarabad,Water & Sanitation,Handwashing place with soap and water,% of households,pct,101135,6558,6.48,657,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Kachhi,Water & Sanitation,Handwashing place with soap and water,% of households,pct,36225,11343,31.31,526,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Nasirabad,Water & Sanitation,Handwashing place with soap and water,% of households,pct,99860,15377,15.4,658,District-representative
PSLM 2019-20,District,Balochistan,Nasirabad,Sohbatpur,Water & Sanitation,Handwashing place with soap and water,% of households,pct,40858,1568,3.84,208,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Killa Abdullah,Water & Sanitation,Handwashing place with soap and water,% of households,pct,148553,26937,18.13,583,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Pishin,Water & Sanitation,Handwashing place with soap and water,% of households,pct,129008,52946,41.04,1073,District-representative
PSLM 2019-20,District,Balochistan,Quetta,Quetta,Water & Sanitation,Handwashing place with soap and water,% of households,pct,356510,216697,60.78,1564,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Kharan,Water & Sanitation,Handwashing place with soap and water,% of households,pct,29347,2440,8.31,576,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Nushki,Water & Sanitation,Handwashing place with soap and water,% of households,pct,24512,2233,9.11,432,District-representative
PSLM 2019-20,District,Balochistan,Rakhshan,Washuk,Water & Sanitation,Handwashing place with soap and water,% of households,pct,29701,8770,29.53,555,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Dera Bugti,Water & Sanitation,Handwashing place with soap and water,% of households,pct,52430,482,0.92,570,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Harnai,Water & Sanitation,Handwashing place with soap and water,% of households,pct,14416,382,2.65,447,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Kohlu,Water & Sanitation,Handwashing place with soap and water,% of households,pct,22010,8982,40.81,169,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Sibi,Water & Sanitation,Handwashing place with soap and water,% of households,pct,59765,22392,37.47,625,District-representative
PSLM 2019-20,District,Balochistan,Sibi,Ziarat,Water & Sanitation,Handwashing place with soap and water,% of households,pct,23737,237,1,383,District-representative
PSLM 2019-20,District,Balochistan,Zhob,Killa Saifullah,Water & Sanitation,Handwashing place with soap and water,% of households,pct,30369,289,0.95,509,District-representative
PSLM 2019-20,District,Balochistan,Zhob,Sherani,Water & Sanitation,Handwashing place with soap and water,% of households,pct,33501,0,0,210,District-representative
PSLM 2019-20,District,Islamabad ICT,Islamabad,Islamabad,Water & Sanitation,Handwashing place with soap and water,% of households,pct,335643,309240,92.13,1367,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Bannu,Bannu,Water & Sanitation,Handwashing place with soap and water,% of households,pct,198498,56083,28.25,784,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Bannu,Lakki Marwat,Water & Sanitation,Handwashing place with soap and water,% of households,pct,159741,32143,20.12,603,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Bannu,North Waziristan,Water & Sanitation,Handwashing place with soap and water,% of households,pct,98518,13992,14.2,611,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Dera Ismail Khan,Water & Sanitation,Handwashing place with soap and water,% of households,pct,349040,134347,38.49,1196,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Dera Ismail Khan,South Waziristan,Water & Sanitation,Handwashing place with soap and water,% of households,pct,121858,40402,33.16,539,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Tank,Water & Sanitation,Handwashing place with soap and water,% of households,pct,92012,58529,63.61,450,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Abbottabad,Water & Sanitation,Handwashing place with soap and water,% of households,pct,248709,130060,52.29,1007,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Batagram,Water & Sanitation,Handwashing place with soap and water,% of households,pct,73874,37395,50.62,598,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Haripur,Water & Sanitation,Handwashing place with soap and water,% of households,pct,183221,96267,52.54,1098,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Kohistan,Water & Sanitation,Handwashing place with soap and water,% of households,pct,143590,36573,25.47,1219,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Mansehra,Water & Sanitation,Handwashing place with soap and water,% of households,pct,268242,163189,60.84,1191,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Hazara,Torghar,Water & Sanitation,Handwashing place with soap and water,% of households,pct,27846,12469,44.78,437,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Hangu,Water & Sanitation,Handwashing place with soap and water,% of households,pct,56368,8472,15.03,712,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Karak,Water & Sanitation,Handwashing place with soap and water,% of households,pct,123494,25138,20.36,623,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Kohat,Water & Sanitation,Handwashing place with soap and water,% of households,pct,172568,34311,19.88,753,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Kurram,Water & Sanitation,Handwashing place with soap and water,% of households,pct,57210,16514,28.86,537,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Kohat,Orakzai,Water & Sanitation,Handwashing place with soap and water,% of households,pct,43515,5627,12.93,430,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Bajaur,Water & Sanitation,Handwashing place with soap and water,% of households,pct,110805,5155,4.65,885,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Buner,Water & Sanitation,Handwashing place with soap and water,% of households,pct,88469,19856,22.44,650,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Chitral,Water & Sanitation,Handwashing place with soap and water,% of households,pct,68540,19025,27.76,647,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Lower Dir,Water & Sanitation,Handwashing place with soap and water,% of households,pct,179859,55371,30.79,1407,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Malakand,Water & Sanitation,Handwashing place with soap and water,% of households,pct,86500,33759,39.03,481,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Shangla,Water & Sanitation,Handwashing place with soap and water,% of households,pct,95114,9256,9.73,478,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Swat,Water & Sanitation,Handwashing place with soap and water,% of households,pct,325932,121542,37.29,1091,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Malakand,Upper Dir,Water & Sanitation,Handwashing place with soap and water,% of households,pct,107554,27714,25.77,1080,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Mardan,Mardan,Water & Sanitation,Handwashing place with soap and water,% of households,pct,312317,127039,40.68,1461,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Mardan,Swabi,Water & Sanitation,Handwashing place with soap and water,% of households,pct,231537,138604,59.86,1315,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Charsadda,Water & Sanitation,Handwashing place with soap and water,% of households,pct,213510,90113,42.21,1302,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Khyber,Water & Sanitation,Handwashing place with soap and water,% of households,pct,107952,629,0.58,799,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Mohmand,Water & Sanitation,Handwashing place with soap and water,% of households,pct,52671,2393,4.54,504,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Nowshera,Water & Sanitation,Handwashing place with soap and water,% of households,pct,197585,67461,34.14,1179,District-representative
PSLM 2019-20,District,Khyber Pakhtunkhwa,Peshawar,Peshawar,Water & Sanitation,Handwashing place with soap and water,% of households,pct,585583,316234,54,2566,District-representative
PSLM 2019-20,District,Punjab,Bahawalpur,Bahawalnagar,Water & Sanitation,Handwashing place with soap and water,% of households,pct,501123,268920,53.66,2455,District-representative
PSLM 2019-20,District,Punjab,Bahawalpur,Bahawalpur,Water & Sanitation,Handwashing place with soap and water,% of households,pct,660038,318123,48.2,3238,District-representative
PSLM 2019-20,District,Punjab,Bahawalpur,Rahim Yar Khan,Water & Sanitation,Handwashing place with soap and water,% of households,pct,762806,247313,32.42,2480,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Water & Sanitation,Handwashing place with soap and water,% of households,pct,453484,52523,11.58,1579,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Layyah,Water & Sanitation,Handwashing place with soap and water,% of households,pct,313870,106735,34.01,659,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Muzaffargarh,Water & Sanitation,Handwashing place with soap and water,% of households,pct,787405,206871,26.27,3197,District-representative
PSLM 2019-20,District,Punjab,Dera Ghazi Khan,Rajanpur,Water & Sanitation,Handwashing place with soap and water,% of households,pct,320566,16317,5.09,1319,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Chiniot,Water & Sanitation,Handwashing place with soap and water,% of households,pct,243112,103969,42.77,1308,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Faisalabad,Water & Sanitation,Handwashing place with soap and water,% of households,pct,1339520,881382,65.8,4970,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Jhang,Water & Sanitation,Handwashing place with soap and water,% of households,pct,457070,217133,47.51,2167,District-representative
PSLM 2019-20,District,Punjab,Faisalabad,Toba Tek Singh,Water & Sanitation,Handwashing place with soap and water,% of households,pct,338602,249335,73.64,1642,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Gujranwala,Water & Sanitation,Handwashing place with soap and water,% of households,pct,792213,597810,75.46,3059,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Gujrat,Water & Sanitation,Handwashing place with soap and water,% of households,pct,432247,376065,87,2115,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Hafizabad,Water & Sanitation,Handwashing place with soap and water,% of households,pct,162882,90304,55.44,1263,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Mandi Bahauddin,Water & Sanitation,Handwashing place with soap and water,% of households,pct,266434,192138,72.11,1178,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Narowal,Water & Sanitation,Handwashing place with soap and water,% of households,pct,272286,261456,96.02,1557,District-representative
PSLM 2019-20,District,Punjab,Gujranwala,Sialkot,Water & Sanitation,Handwashing place with soap and water,% of households,pct,629198,604117,96.01,1796,District-representative
PSLM 2019-20,District,Punjab,Lahore,Kasur,Water & Sanitation,Handwashing place with soap and water,% of households,pct,585720,295415,50.44,2676,District-representative
PSLM 2019-20,District,Punjab,Lahore,Lahore,Water & Sanitation,Handwashing place with soap and water,% of households,pct,2193176,1784632,81.37,5883,District-representative
PSLM 2019-20,District,Punjab,Lahore,Nankana Sahib,Water & Sanitation,Handwashing place with soap and water,% of households,pct,234006,179951,76.9,1166,District-representative
PSLM 2019-20,District,Punjab,Lahore,Sheikhupura,Water & Sanitation,Handwashing place with soap and water,% of households,pct,613333,454559,74.11,2629,District-representative
PSLM 2019-20,District,Punjab,Multan,Khanewal,Water & Sanitation,Handwashing place with soap and water,% of households,pct,511234,207261,40.54,2215,District-representative
PSLM 2019-20,District,Punjab,Multan,Lodhran,Water & Sanitation,Handwashing place with soap and water,% of households,pct,270065,158705,58.77,1332,District-representative
PSLM 2019-20,District,Punjab,Multan,Multan,Water & Sanitation,Handwashing place with soap and water,% of households,pct,731665,461220,63.04,3481,District-representative
PSLM 2019-20,District,Punjab,Multan,Vehari,Water & Sanitation,Handwashing place with soap and water,% of households,pct,503118,228589,45.43,1605,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Attock,Water & Sanitation,Handwashing place with soap and water,% of households,pct,288280,229021,79.44,1732,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Chakwal,Water & Sanitation,Handwashing place with soap and water,% of households,pct,249131,209977,84.28,1462,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Jhelum,Water & Sanitation,Handwashing place with soap and water,% of households,pct,193018,151812,78.65,1306,District-representative
PSLM 2019-20,District,Punjab,Rawalpindi,Rawalpindi,Water & Sanitation,Handwashing place with soap and water,% of households,pct,939582,788031,83.87,4416,District-representative
PSLM 2019-20,District,Punjab,Sahiwal,Okara,Water & Sanitation,Handwashing place with soap and water,% of households,pct,498479,314102,63.01,1528,District-representative
PSLM 2019-20,District,Punjab,Sahiwal,Pakpattan,Water & Sanitation,Handwashing place with soap and water,% of households,pct,312266,137064,43.89,1677,District-representative
PSLM 2019-20,District,Punjab,Sahiwal,Sahiwal,Water & Sanitation,Handwashing place with soap and water,% of households,pct,428616,236957,55.28,2066,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Bhakkar,Water & Sanitation,Handwashing place with soap and water,% of households,pct,266987,41960,15.72,1591,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Khushab,Water & Sanitation,Handwashing place with soap and water,% of households,pct,194173,78572,40.46,1331,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Mianwali,Water & Sanitation,Handwashing place with soap and water,% of households,pct,284669,96277,33.82,1438,District-representative
PSLM 2019-20,District,Punjab,Sargodha,Sargodha,Water & Sanitation,Handwashing place with soap and water,% of households,pct,588620,355485,60.39,2791,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Badin,Water & Sanitation,Handwashing place with soap and water,% of households,pct,353948,91392,25.82,1327,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Dadu,Water & Sanitation,Handwashing place with soap and water,% of households,pct,320273,73353,22.9,857,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Hyderabad,Water & Sanitation,Handwashing place with soap and water,% of households,pct,439126,318098,72.44,1926,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Jamshoro,Water & Sanitation,Handwashing place with soap and water,% of households,pct,110713,40816,36.87,699,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Matiari,Water & Sanitation,Handwashing place with soap and water,% of households,pct,125782,37140,29.53,657,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Sujawal,Water & Sanitation,Handwashing place with soap and water,% of households,pct,141554,35065,24.77,775,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Tando Allahyar,Water & Sanitation,Handwashing place with soap and water,% of households,pct,123442,56755,45.98,726,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Tando Muhammad Khan,Water & Sanitation,Handwashing place with soap and water,% of households,pct,126963,33362,26.28,848,District-representative
PSLM 2019-20,District,Sindh,Hyderabad,Thatta,Water & Sanitation,Handwashing place with soap and water,% of households,pct,150014,50555,33.7,997,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi Central,Water & Sanitation,Handwashing place with soap and water,% of households,pct,712389,644369,90.45,2667,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi East,Water & Sanitation,Handwashing place with soap and water,% of households,pct,660768,611480,92.54,2337,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi South,Water & Sanitation,Handwashing place with soap and water,% of households,pct,398523,361388,90.68,1752,District-representative
PSLM 2019-20,District,Sindh,Karachi,Karachi West,Water & Sanitation,Handwashing place with soap and water,% of households,pct,882612,797070,90.31,2164,District-representative
PSLM 2019-20,District,Sindh,Karachi,Korangi,Water & Sanitation,Handwashing place with soap and water,% of households,pct,620831,581876,93.73,1361,District-representative
PSLM 2019-20,District,Sindh,Karachi,Malir,Water & Sanitation,Handwashing place with soap and water,% of households,pct,526185,423826,80.55,1268,District-representative
PSLM 2019-20,District,Sindh,Larkana,Jacobabad,Water & Sanitation,Handwashing place with soap and water,% of households,pct,126994,75993,59.84,1015,District-representative
PSLM 2019-20,District,Sindh,Larkana,Kambar Shahdad Kot,Water & Sanitation,Handwashing place with soap and water,% of households,pct,309784,98605,31.83,1050,District-representative
PSLM 2019-20,District,Sindh,Larkana,Kashmore,Water & Sanitation,Handwashing place with soap and water,% of households,pct,192812,58249,30.21,750,District-representative
PSLM 2019-20,District,Sindh,Larkana,Larkana,Water & Sanitation,Handwashing place with soap and water,% of households,pct,248472,76871,30.94,1380,District-representative
PSLM 2019-20,District,Sindh,Larkana,Shikarpur,Water & Sanitation,Handwashing place with soap and water,% of households,pct,220398,63482,28.8,971,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Mirpur Khas,Water & Sanitation,Handwashing place with soap and water,% of households,pct,226267,54823,24.23,1341,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Tharparkar,Water & Sanitation,Handwashing place with soap and water,% of households,pct,354962,552,0.16,1080,District-representative
PSLM 2019-20,District,Sindh,Mirpur Khas,Umer Kot,Water & Sanitation,Handwashing place with soap and water,% of households,pct,203440,29896,14.7,779,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Naushahro Feroze,Water & Sanitation,Handwashing place with soap and water,% of households,pct,250490,109541,43.73,1132,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Sanghar,Water & Sanitation,Handwashing place with soap and water,% of households,pct,394483,140755,35.68,1365,District-representative
PSLM 2019-20,District,Sindh,Shaheed Benazirabad,Shaheed Benazirabad,Water & Sanitation,Handwashing place with soap and water,% of households,pct,252984,84058,33.23,1369,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Ghotki,Water & Sanitation,Handwashing place with soap and water,% of households,pct,283808,46710,16.46,1475,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Khairpur,Water & Sanitation,Handwashing place with soap and water,% of households,pct,397979,61885,15.55,1926,District-representative
PSLM 2019-20,District,Sindh,Sukkur,Sukkur,Water & Sanitation,Handwashing place with soap and water,% of households,pct,237828,91049,38.28,1112,District-representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,35475035,5871198,16.55,160654,Representative
PSLM 2019-20,National,Pakistan (survey domain),NA,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,35475035,26683825,75.22,160654,Representative
PSLM 2019-20,Province,Balochistan,NA,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,1944346,204259,10.51,15241,Representative
PSLM 2019-20,Province,Islamabad ICT,NA,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,335643,210798,62.8,1367,Representative
PSLM 2019-20,Province,Khyber Pakhtunkhwa,NA,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,5182230,273388,5.28,28633,Representative
PSLM 2019-20,Province,Punjab,NA,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,18618993,3116238,16.74,78307,Representative
PSLM 2019-20,Province,Sindh,NA,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,9393824,2066516,22,37106,Representative
PSLM 2019-20,Province,Balochistan,NA,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,1944346,1596815,82.13,15241,Representative
PSLM 2019-20,Province,Islamabad ICT,NA,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,335643,107787,32.11,1367,Representative
PSLM 2019-20,Province,Khyber Pakhtunkhwa,NA,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,5182230,4671486,90.14,28633,Representative
PSLM 2019-20,Province,Punjab,NA,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,18618993,14125991,75.87,78307,Representative
PSLM 2019-20,Province,Sindh,NA,NA,Waste Management,Garbage dumped in open (street/water/open space),% of households,pct,9393824,6181745,65.81,37106,Representative
PSLM 2019-20,Division,Balochistan,Kalat,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,367644,666,0.18,2997,Representative
PSLM 2019-20,Division,Balochistan,Loralai,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,134173,14173,10.56,1375,Representative
PSLM 2019-20,Division,Balochistan,Mekran,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,210592,13724,6.52,1124,Representative
PSLM 2019-20,Division,Balochistan,Nasirabad,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,278077,3451,1.24,2049,Representative
PSLM 2019-20,Division,Balochistan,Quetta,NA,Waste Management,Garbage collected (municipal or private),% of households,pct,634072,164721,25.98,3220,Representative
