survey,level,province,division,district,domain,indicator,unit,type,denom_pop,num_pop,value,n_obs
LFS 2024-25,District,Punjab,Gujranwala,Hafizabad,Working Conditions,Average actual weekly working hours,hours/week,mean,258546,NA,53.47,363
LFS 2024-25,District,Punjab,Gujranwala,Mandi Bahauddin,Working Conditions,Average actual weekly working hours,hours/week,mean,471259,NA,47.83,591
LFS 2024-25,District,Punjab,Gujranwala,Narowal,Working Conditions,Average actual weekly working hours,hours/week,mean,417814,NA,50.39,746
LFS 2024-25,District,Punjab,Gujranwala,Sialkot,Working Conditions,Average actual weekly working hours,hours/week,mean,1017345,NA,51.28,1320
LFS 2024-25,District,Punjab,Lahore,Kasur,Working Conditions,Average actual weekly working hours,hours/week,mean,1046997,NA,45.46,1230
LFS 2024-25,District,Punjab,Lahore,Nankana Sahib,Working Conditions,Average actual weekly working hours,hours/week,mean,390768,NA,52.44,576
LFS 2024-25,District,Punjab,Lahore,Sheikhupura,Working Conditions,Average actual weekly working hours,hours/week,mean,857907,NA,48.73,1096
LFS 2024-25,District,Punjab,Multan,Khanewal,Working Conditions,Average actual weekly working hours,hours/week,mean,970827,NA,42.95,1097
LFS 2024-25,District,Punjab,Multan,Lodhran,Working Conditions,Average actual weekly working hours,hours/week,mean,735586,NA,43.01,798
LFS 2024-25,District,Punjab,Multan,Multan,Working Conditions,Average actual weekly working hours,hours/week,mean,1141301,NA,44.89,1246
LFS 2024-25,District,Punjab,Multan,Vehari,Working Conditions,Average actual weekly working hours,hours/week,mean,1022696,NA,45.05,1272
LFS 2024-25,District,Punjab,Rawalpindi,Attock,Working Conditions,Average actual weekly working hours,hours/week,mean,543038,NA,40.43,612
LFS 2024-25,District,Punjab,Rawalpindi,Chakwal,Working Conditions,Average actual weekly working hours,hours/week,mean,437716,NA,45.3,580
LFS 2024-25,District,Punjab,Rawalpindi,Jhelum,Working Conditions,Average actual weekly working hours,hours/week,mean,265881,NA,42.27,443
LFS 2024-25,District,Punjab,Rawalpindi,Rawalpindi,Working Conditions,Average actual weekly working hours,hours/week,mean,608832,NA,44.78,866
LFS 2024-25,District,Punjab,Sahiwal,Okara,Working Conditions,Average actual weekly working hours,hours/week,mean,788095,NA,49.04,1011
LFS 2024-25,District,Punjab,Sahiwal,Pakpattan,Working Conditions,Average actual weekly working hours,hours/week,mean,740775,NA,45.63,801
LFS 2024-25,District,Punjab,Sahiwal,Sahiwal,Working Conditions,Average actual weekly working hours,hours/week,mean,888822,NA,43.31,1109
LFS 2024-25,District,Punjab,Sargodha,Bhakkar,Working Conditions,Average actual weekly working hours,hours/week,mean,558024,NA,39.29,753
LFS 2024-25,District,Punjab,Sargodha,Khushab,Working Conditions,Average actual weekly working hours,hours/week,mean,395833,NA,48.6,509
LFS 2024-25,District,Punjab,Sargodha,Mianwali,Working Conditions,Average actual weekly working hours,hours/week,mean,495451,NA,45.06,617
LFS 2024-25,District,Punjab,Sargodha,Sargodha,Working Conditions,Average actual weekly working hours,hours/week,mean,979804,NA,46.6,1200
LFS 2024-25,District,Sindh,Hyderabad,Badin,Working Conditions,Average actual weekly working hours,hours/week,mean,483631,NA,40.76,590
LFS 2024-25,District,Sindh,Hyderabad,Dadu,Working Conditions,Average actual weekly working hours,hours/week,mean,432220,NA,38.7,641
LFS 2024-25,District,Sindh,Hyderabad,Hyderabad,Working Conditions,Average actual weekly working hours,hours/week,mean,111886,NA,44.71,188
LFS 2024-25,District,Sindh,Hyderabad,Jamshoro,Working Conditions,Average actual weekly working hours,hours/week,mean,168108,NA,42.53,273
LFS 2024-25,District,Sindh,Hyderabad,Matiari,Working Conditions,Average actual weekly working hours,hours/week,mean,174966,NA,45.39,272
LFS 2024-25,District,Sindh,Hyderabad,Sujawal,Working Conditions,Average actual weekly working hours,hours/week,mean,211735,NA,44.54,377
LFS 2024-25,District,Sindh,Hyderabad,Tando Allahyar,Working Conditions,Average actual weekly working hours,hours/week,mean,169630,NA,45.29,261
LFS 2024-25,District,Sindh,Hyderabad,Tando Muhammad Khan,Working Conditions,Average actual weekly working hours,hours/week,mean,165010,NA,43.95,372
LFS 2024-25,District,Sindh,Hyderabad,Thatta,Working Conditions,Average actual weekly working hours,hours/week,mean,233887,NA,50.15,430
LFS 2024-25,District,Sindh,Karachi,Karachi West,Working Conditions,Average actual weekly working hours,hours/week,mean,59459,NA,41.92,87
LFS 2024-25,District,Sindh,Karachi,Malir,Working Conditions,Average actual weekly working hours,hours/week,mean,356241,NA,45.85,499
LFS 2024-25,District,Sindh,Larkana,Jacobabad,Working Conditions,Average actual weekly working hours,hours/week,mean,355966,NA,47.3,655
LFS 2024-25,District,Sindh,Larkana,Kambar Shahdad Kot,Working Conditions,Average actual weekly working hours,hours/week,mean,415271,NA,41.38,543
LFS 2024-25,District,Sindh,Larkana,Kashmore,Working Conditions,Average actual weekly working hours,hours/week,mean,476542,NA,38.91,742
LFS 2024-25,District,Sindh,Larkana,Larkana,Working Conditions,Average actual weekly working hours,hours/week,mean,365190,NA,43.22,651
LFS 2024-25,District,Sindh,Larkana,Shikarpur,Working Conditions,Average actual weekly working hours,hours/week,mean,299103,NA,41,467
LFS 2024-25,District,Sindh,Mirpur Khas,Mirpur Khas,Working Conditions,Average actual weekly working hours,hours/week,mean,410284,NA,50.18,570
LFS 2024-25,District,Sindh,Mirpur Khas,Tharparkar,Working Conditions,Average actual weekly working hours,hours/week,mean,445687,NA,41.95,753
LFS 2024-25,District,Sindh,Mirpur Khas,Umer Kot,Working Conditions,Average actual weekly working hours,hours/week,mean,296073,NA,46.8,439
LFS 2024-25,District,Sindh,Shaheed Benazirabad,Naushahro Feroze,Working Conditions,Average actual weekly working hours,hours/week,mean,369601,NA,41.94,507
LFS 2024-25,District,Sindh,Shaheed Benazirabad,Sanghar,Working Conditions,Average actual weekly working hours,hours/week,mean,721819,NA,43.31,915
LFS 2024-25,District,Sindh,Shaheed Benazirabad,Shaheed Benazirabad,Working Conditions,Average actual weekly working hours,hours/week,mean,521126,NA,41.76,852
LFS 2024-25,District,Sindh,Sukkur,Ghotki,Working Conditions,Average actual weekly working hours,hours/week,mean,487507,NA,43.5,711
LFS 2024-25,District,Sindh,Sukkur,Khairpur,Working Conditions,Average actual weekly working hours,hours/week,mean,663565,NA,45.53,1105
LFS 2024-25,District,Sindh,Sukkur,Sukkur,Working Conditions,Average actual weekly working hours,hours/week,mean,361418,NA,42.53,473
LFS 2024-25,District,Islamabad ICT,Islamabad,Islamabad,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,149704,NA,54061.14,181
LFS 2024-25,District,Khyber Pakhtunkhwa,Bannu,Bannu,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,70185,NA,48706.88,93
LFS 2024-25,District,Khyber Pakhtunkhwa,Bannu,Lakki Marwat,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,84910,NA,58819.05,84
LFS 2024-25,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Dera Ismail Khan,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,101618,NA,49059.86,148
LFS 2024-25,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Tank,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,42331,NA,46760,39
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Abbottabad,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,91890,NA,42986.3,146
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Batagram,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,6651,NA,41000,9
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Haripur,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,61744,NA,45358.37,86
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Kolai Palas Kohistan,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,3462,NA,44430.4,15
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Lower Kohistan,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,8521,NA,54315.79,19
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Mansehra,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,68795,NA,49175.56,90
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Torghar,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,3782,NA,44633.33,15
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Upper Kohistan,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,11447,NA,49285.71,28
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Hangu,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,27662,NA,48718.75,32
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Karak,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,83047,NA,55390.91,110
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Kohat,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,73757,NA,55415.25,101
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Kurram,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,36958,NA,43833.33,12
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Orakzai,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,22020,NA,62529.83,25
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Bajaur,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,45175,NA,57727.59,58
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Buner,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,45441,NA,42619.4,67
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Lower Chitral,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,20671,NA,42798.44,64
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Lower Dir,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,74223,NA,52338.31,154
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Malakand,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,47997,NA,52481.1,55
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Shangla,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,122697,NA,41085.09,114
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Swat,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,125441,NA,48513.38,139
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Upper Chitral,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,23960,NA,44731.32,53
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Upper Dir,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,56366,NA,52229.35,92
LFS 2024-25,District,Khyber Pakhtunkhwa,Mardan,Mardan,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,159746,NA,49386.79,168
LFS 2024-25,District,Khyber Pakhtunkhwa,Mardan,Swabi,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,67835,NA,44983.36,86
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Charsadda,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,95564,NA,47898.9,127
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Khyber,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,76068,NA,46189.66,87
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Mohmand,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,32907,NA,62025,60
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Nowshera,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,107974,NA,53654.92,122
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Peshawar,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,276351,NA,55821.5,233
LFS 2024-25,District,Punjab,Bahawalpur,Bahawalnagar,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,134452,NA,39949.76,155
LFS 2024-25,District,Punjab,Bahawalpur,Bahawalpur,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,165637,NA,44924.99,230
LFS 2024-25,District,Punjab,Bahawalpur,Rahim Yar Khan,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,252806,NA,42106.71,308
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,120801,NA,43864.59,185
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Layyah,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,117488,NA,37725.9,147
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Muzaffargarh,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,205947,NA,38736.55,219
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Rajanpur,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,73915,NA,33296.97,83
LFS 2024-25,District,Punjab,Faisalabad,Chiniot,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,56950,NA,45319.06,76
LFS 2024-25,District,Punjab,Faisalabad,Faisalabad,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,440407,NA,47508.29,499
LFS 2024-25,District,Punjab,Faisalabad,Jhang,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,176938,NA,41440.04,200
LFS 2024-25,District,Punjab,Faisalabad,Toba Tek Singh,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,155975,NA,44300.09,179
LFS 2024-25,District,Punjab,Gujranwala,Gujranwala,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,167903,NA,41974.61,204
LFS 2024-25,District,Punjab,Gujranwala,Gujrat,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,98777,NA,49664.5,140
LFS 2024-25,District,Punjab,Gujranwala,Hafizabad,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,58225,NA,39133.09,83
LFS 2024-25,District,Punjab,Gujranwala,Mandi Bahauddin,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,87713,NA,52449.76,110
LFS 2024-25,District,Punjab,Gujranwala,Narowal,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,88027,NA,44242.83,157
LFS 2024-25,District,Punjab,Gujranwala,Sialkot,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,301623,NA,42772.28,391
LFS 2024-25,District,Punjab,Lahore,Kasur,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,274943,NA,44583.67,323
LFS 2024-25,District,Punjab,Lahore,Nankana Sahib,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,97692,NA,43504.22,144
LFS 2024-25,District,Punjab,Lahore,Sheikhupura,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,232480,NA,39843.93,297
LFS 2024-25,District,Punjab,Multan,Khanewal,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,184837,NA,37312.42,209
LFS 2024-25,District,Punjab,Multan,Lodhran,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,95887,NA,42650,104
LFS 2024-25,District,Punjab,Multan,Multan,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,216169,NA,37691.67,236
LFS 2024-25,District,Punjab,Multan,Vehari,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,147133,NA,38696.72,183
LFS 2024-25,District,Punjab,Rawalpindi,Attock,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,127774,NA,49552.84,144
LFS 2024-25,District,Punjab,Rawalpindi,Chakwal,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,113202,NA,50803.39,150
LFS 2024-25,District,Punjab,Rawalpindi,Jhelum,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,60018,NA,50247.77,100
LFS 2024-25,District,Punjab,Rawalpindi,Rawalpindi,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,201772,NA,51804.73,287
LFS 2024-25,District,Punjab,Sahiwal,Okara,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,131739,NA,41931.65,169
LFS 2024-25,District,Punjab,Sahiwal,Pakpattan,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,194211,NA,41418.76,210
LFS 2024-25,District,Punjab,Sahiwal,Sahiwal,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,237233,NA,42353.51,296
LFS 2024-25,District,Punjab,Sargodha,Bhakkar,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,102267,NA,45248.53,138
LFS 2024-25,District,Punjab,Sargodha,Khushab,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,94137,NA,51215.37,121
LFS 2024-25,District,Punjab,Sargodha,Mianwali,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,100375,NA,44786.72,125
LFS 2024-25,District,Punjab,Sargodha,Sargodha,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,201676,NA,43896.96,247
LFS 2024-25,District,Sindh,Hyderabad,Badin,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,51642,NA,43477.51,63
LFS 2024-25,District,Sindh,Hyderabad,Dadu,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,55966,NA,46112.25,83
LFS 2024-25,District,Sindh,Hyderabad,Hyderabad,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,25591,NA,39930.23,43
LFS 2024-25,District,Sindh,Hyderabad,Jamshoro,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,28326,NA,41276.09,46
LFS 2024-25,District,Sindh,Hyderabad,Matiari,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,31520,NA,48122.61,49
LFS 2024-25,District,Sindh,Hyderabad,Sujawal,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,49985,NA,46396.54,89
LFS 2024-25,District,Sindh,Hyderabad,Tando Allahyar,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,26647,NA,41505.08,41
LFS 2024-25,District,Sindh,Hyderabad,Tando Muhammad Khan,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,22179,NA,37394.17,50
LFS 2024-25,District,Sindh,Hyderabad,Thatta,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,81045,NA,41677.29,149
LFS 2024-25,District,Sindh,Karachi,Karachi West,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,14352,NA,39571.43,21
LFS 2024-25,District,Sindh,Karachi,Malir,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,145638,NA,51066.22,204
LFS 2024-25,District,Sindh,Larkana,Jacobabad,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,21775,NA,46944.61,40
LFS 2024-25,District,Sindh,Larkana,Kambar Shahdad Kot,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,84125,NA,48568.18,110
LFS 2024-25,District,Sindh,Larkana,Kashmore,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,41103,NA,44416.67,64
LFS 2024-25,District,Sindh,Larkana,Larkana,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,94804,NA,46149.61,169
LFS 2024-25,District,Sindh,Larkana,Shikarpur,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,28181,NA,46250,44
LFS 2024-25,District,Sindh,Mirpur Khas,Mirpur Khas,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,69820,NA,39824.74,97
LFS 2024-25,District,Sindh,Mirpur Khas,Tharparkar,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,95885,NA,41527.78,162
LFS 2024-25,District,Sindh,Mirpur Khas,Umer Kot,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,50582,NA,44445.33,75
LFS 2024-25,District,Sindh,Shaheed Benazirabad,Naushahro Feroze,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,66339,NA,49775.69,91
LFS 2024-25,District,Sindh,Shaheed Benazirabad,Sanghar,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,93034,NA,31574.66,118
LFS 2024-25,District,Sindh,Shaheed Benazirabad,Shaheed Benazirabad,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,77956,NA,40921.64,127
LFS 2024-25,District,Sindh,Sukkur,Ghotki,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,75471,NA,49005.58,110
LFS 2024-25,District,Sindh,Sukkur,Khairpur,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,112319,NA,43088.5,187
LFS 2024-25,District,Sindh,Sukkur,Sukkur,Working Conditions,Average monthly wage of paid employees,PKR/month,mean,50430,NA,43628.79,66
LFS 2024-25,District,Islamabad ICT,Islamabad,Islamabad,Working Conditions,Paid employees with paid annual leave,% of employees,pct,197508,63010,31.9,239
LFS 2024-25,District,Khyber Pakhtunkhwa,Bannu,Bannu,Working Conditions,Paid employees with paid annual leave,% of employees,pct,96599,51318,53.13,128
LFS 2024-25,District,Khyber Pakhtunkhwa,Bannu,Lakki Marwat,Working Conditions,Paid employees with paid annual leave,% of employees,pct,107149,74802,69.81,106
LFS 2024-25,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Dera Ismail Khan,Working Conditions,Paid employees with paid annual leave,% of employees,pct,230701,57675,25,336
LFS 2024-25,District,Khyber Pakhtunkhwa,Dera Ismail Khan,Tank,Working Conditions,Paid employees with paid annual leave,% of employees,pct,80320,27135,33.78,74
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Abbottabad,Working Conditions,Paid employees with paid annual leave,% of employees,pct,171822,59792,34.8,273
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Batagram,Working Conditions,Paid employees with paid annual leave,% of employees,pct,52468,1478,2.82,71
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Haripur,Working Conditions,Paid employees with paid annual leave,% of employees,pct,148684,28627,19.25,207
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Kolai Palas Kohistan,Working Conditions,Paid employees with paid annual leave,% of employees,pct,17543,2539,14.47,76
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Lower Kohistan,Working Conditions,Paid employees with paid annual leave,% of employees,pct,58303,4485,7.69,130
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Mansehra,Working Conditions,Paid employees with paid annual leave,% of employees,pct,222439,35162,15.81,291
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Torghar,Working Conditions,Paid employees with paid annual leave,% of employees,pct,20171,2017,10,80
LFS 2024-25,District,Khyber Pakhtunkhwa,Hazara,Upper Kohistan,Working Conditions,Paid employees with paid annual leave,% of employees,pct,52329,6950,13.28,128
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Hangu,Working Conditions,Paid employees with paid annual leave,% of employees,pct,53594,12966,24.19,62
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Karak,Working Conditions,Paid employees with paid annual leave,% of employees,pct,105696,67947,64.29,140
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Kohat,Working Conditions,Paid employees with paid annual leave,% of employees,pct,107350,45277,42.18,147
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Kurram,Working Conditions,Paid employees with paid annual leave,% of employees,pct,61597,0,0,20
LFS 2024-25,District,Khyber Pakhtunkhwa,Kohat,Orakzai,Working Conditions,Paid employees with paid annual leave,% of employees,pct,47876,14137,29.53,54
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Bajaur,Working Conditions,Paid employees with paid annual leave,% of employees,pct,198613,17914,9.02,255
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Buner,Working Conditions,Paid employees with paid annual leave,% of employees,pct,93596,15599,16.67,138
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Lower Chitral,Working Conditions,Paid employees with paid annual leave,% of employees,pct,36820,4845,13.16,114
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Lower Dir,Working Conditions,Paid employees with paid annual leave,% of employees,pct,163870,21207,12.94,340
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Malakand,Working Conditions,Paid employees with paid annual leave,% of employees,pct,92624,18349,19.81,106
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Shangla,Working Conditions,Paid employees with paid annual leave,% of employees,pct,160367,27983,17.45,149
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Swat,Working Conditions,Paid employees with paid annual leave,% of employees,pct,230125,35196,15.29,255
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Upper Chitral,Working Conditions,Paid employees with paid annual leave,% of employees,pct,30741,6781,22.06,68
LFS 2024-25,District,Khyber Pakhtunkhwa,Malakand,Upper Dir,Working Conditions,Paid employees with paid annual leave,% of employees,pct,130501,28796,22.07,213
LFS 2024-25,District,Khyber Pakhtunkhwa,Mardan,Mardan,Working Conditions,Paid employees with paid annual leave,% of employees,pct,328051,59905,18.26,345
LFS 2024-25,District,Khyber Pakhtunkhwa,Mardan,Swabi,Working Conditions,Paid employees with paid annual leave,% of employees,pct,133307,31555,23.67,169
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Charsadda,Working Conditions,Paid employees with paid annual leave,% of employees,pct,209188,37624,17.99,278
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Khyber,Working Conditions,Paid employees with paid annual leave,% of employees,pct,148638,21859,14.71,170
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Mohmand,Working Conditions,Paid employees with paid annual leave,% of employees,pct,54297,13163,24.24,99
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Nowshera,Working Conditions,Paid employees with paid annual leave,% of employees,pct,190282,62837,33.02,215
LFS 2024-25,District,Khyber Pakhtunkhwa,Peshawar,Peshawar,Working Conditions,Paid employees with paid annual leave,% of employees,pct,470864,117420,24.94,397
LFS 2024-25,District,Punjab,Bahawalpur,Bahawalnagar,Working Conditions,Paid employees with paid annual leave,% of employees,pct,327022,38167,11.67,377
LFS 2024-25,District,Punjab,Bahawalpur,Bahawalpur,Working Conditions,Paid employees with paid annual leave,% of employees,pct,396809,45370,11.43,551
LFS 2024-25,District,Punjab,Bahawalpur,Rahim Yar Khan,Working Conditions,Paid employees with paid annual leave,% of employees,pct,554859,36115,6.51,676
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Working Conditions,Paid employees with paid annual leave,% of employees,pct,305595,28731,9.4,468
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Layyah,Working Conditions,Paid employees with paid annual leave,% of employees,pct,345270,21579,6.25,432
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Muzaffargarh,Working Conditions,Paid employees with paid annual leave,% of employees,pct,549191,50781,9.25,584
LFS 2024-25,District,Punjab,Dera Ghazi Khan,Rajanpur,Working Conditions,Paid employees with paid annual leave,% of employees,pct,227087,6234,2.75,255
LFS 2024-25,District,Punjab,Faisalabad,Chiniot,Working Conditions,Paid employees with paid annual leave,% of employees,pct,116149,15736,13.55,155
LFS 2024-25,District,Punjab,Faisalabad,Faisalabad,Working Conditions,Paid employees with paid annual leave,% of employees,pct,628397,121796,19.38,712
LFS 2024-25,District,Punjab,Faisalabad,Jhang,Working Conditions,Paid employees with paid annual leave,% of employees,pct,345030,27425,7.95,390
LFS 2024-25,District,Punjab,Faisalabad,Toba Tek Singh,Working Conditions,Paid employees with paid annual leave,% of employees,pct,283194,46182,16.31,325
LFS 2024-25,District,Punjab,Gujranwala,Gujranwala,Working Conditions,Paid employees with paid annual leave,% of employees,pct,330045,65844,19.95,401
LFS 2024-25,District,Punjab,Gujranwala,Gujrat,Working Conditions,Paid employees with paid annual leave,% of employees,pct,203158,38022,18.72,288
LFS 2024-25,District,Punjab,Gujranwala,Hafizabad,Working Conditions,Paid employees with paid annual leave,% of employees,pct,122688,18946,15.44,171
LFS 2024-25,District,Punjab,Gujranwala,Mandi Bahauddin,Working Conditions,Paid employees with paid annual leave,% of employees,pct,187387,22327,11.91,235
